goodreads_book_id,isbn,authors,original_publication_year,original_title
15957,1841150509,Ann Patchett,1992,The Patron Saint of Liars
96593,60594896,"Jack Canfield, Janet Switzer",2004,The Success Principles
7723797,2839906171,"Alexander Osterwalder, Yves Pigneur",2010,Business Model Generation
10954979,393064476,Stephen Greenblatt,2011,The Swerve: How the World Became Modern
10108,312194390,Margaret George,1986,"The Autobiography of Henry VIII. With Notes by His Fool, Will Somers"
3717,385722222,Chuck Palahniuk,2004,Stranger Than Fiction: True Stories
570172,067003830X,Norman Doidge,2007,The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science
61181,345418417,Larry Niven,1979,The Ringworld Engineers 
7766027,316125849,Barry Lyga,2012,I Hunt Killers
23398625,052542914X,J. Ryan Stradal,2015,Kitchens of the Great Midwest
1031461,590416022,"Ann McGovern, Winslow Pinney Pels, Winslow Pinn, Ey Pels",1971,Stone Soup
1220507,9770919403,"Alaa Al Aswany, علاء الأسواني",2007,شيكاجو
15790883,316219037,Brian  McClellan,2013,Promise of Blood
294042,752876457,James Rollins,2006,Black Order
2199587,385341954,Karin Slaughter,2008,Fractured
28763485,553496689,Nicola Yoon,2016,The Sun Is Also a Star
23717678,316410985,"James Patterson, David Ellis",2015,The Murder House
38180,1842322761,Nevil Shute,1957,On the Beach
22749994,1594205418,Nick Hornby,2014,Funny Girl
6257535,385521383,Edward Rutherfurd,2009,New York
20764879,765376474,"V.E. Schwab, Victoria Schwab",2016,A Gathering of Shadows
65948,553582747,Dean Koontz,2000,From the Corner of His Eye
9833,1400044618,"Haruki Murakami, Philip Gabriel, Jay Rubin",2006," めくらやなぎと、眠る女 [Mekurayanagi to, nemuru onna]"
2815949,1400054354,"Ina Garten, Quentin Bacon",2008,Barefoot Contessa Back to Basics
31100,767912276,Jane Green,2002,To Have and to Hold 
80570,143036475,Koren Zailckas,2005,Smashed: Story of a Drunken Girlhood
9355,345479726,John Irving,2005,Until I Find You
6380822,1606840576,Bree Despain,2009,The Dark Divine
139220,1400041201,Bill Buford,2006,Heat
241823,345409876,Clarissa Pinkola Estés,1992,Women Who Run With the Wolves
169879,152046925,"Patricia C. Wrede, Peter de Sève",1993,
56452,743201140,"Marcus Buckingham, Donald O. Clifton",2001,"Now, Discover Your Strengths"
2467566,1401309666,Chris Anderson,2006,The Long Tail: Why the Future of Business Is Selling Less of More
54270,395083621,Adolf Hitler,1925,Mein Kampf
31098,670034800,Jane Green,2006,Swapping Lives
4201106,312377029,Louise Penny,2008,"A Rule Against Murder (Armand Gamache, #4)"
12951824,1455807044,Nora Roberts,2012,The Perfect Hope
12368985,1465341889,Aleatha Romig,2011,Consequences
783127,684856093,Sean Covey,1997,The 7 Habits Of Highly Effective Teens
7150174,810984253,Tom Angleberger,2010,The Strange Case of Origami Yoda
33727,312932804,Jennifer Crusie,1996,Welcome to Temptation
8537327,61962783,Thanhha Lai,2011,Inside Out & Back Again
12995284,62012010,Josephine Angelini,2012,Dreamless
349254,618390979,Jude Fisher,,
37875,1591840562,Guy Kawasaki,2004,"The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything"
7099273,385528191,"Wes  Moore, Tavis Smiley",2010,"The Other Wes Moore: One Name, Two Fates"
86643,399154140,Ariana Franklin,2007,Mistress of the Art of Death
89284,1416938745,Tucker Max,2008,Assholes Finish First
1429082,4063347761,"Naoko Takeuchi, 武内 直子",1991,美少女戦士セーラームーン
73086,380782332,Susan Elizabeth Phillips,1996,Kiss an Angel 
7815744,61995037,Dan Ariely,2010,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home
12358,743243803,"Sarah Vowell, Katherine Streeter",2002,The Partly Cloudy Patriot
34898,440421217,Ruth Stiles Gannett,1948,My Father's Dragon (My Father's Dragon Trilogy)
18505832,62311077,Greg Iles,2014,Natchez Burning
141526,876859260,Charles Bukowski,1994,Pulp
32416,385339410,Thomas Harris,2006,Hannibal Rising
238126,749934085,J.D. Robb,1996,Immortal in Death 
6696602,312599072,Sherrilyn Kenyon,2010,inf
2149535,425222195,Laurell K. Hamilton,2007,"Blood Noir (Anita Blake, Vampire Hunter, #16)"
5933841,1594202249,Thomas Pynchon,2009,Inherent Vice
10914,743431014,Jodi Picoult,1992,Songs of the Humpback Whale: A Novel in Five Voices
6945530,61558265,"Guillermo del Toro, Chuck Hogan",2011,The Night Eternal
86147,394726413,Jay McInerney,1984,"Bright Lights, Big City"
16158519,399159894,Nora Roberts,2013,Whiskey Beach
14755,1416535209,Jennifer Weiner,2006,The Guy Not Taken: Stories
1894269,1582408831,Robert Kirkman,2008,"The Walking Dead, Vol. 8: Made To Suffer"
6337006,1416580956,Kresley Cole,2010,Pleasure of a Dark Prince 
858037,64440028,Syd Hoff,1958,Danny and the Dinosaur
51799,140449302,"Giovanni Boccaccio, G.H. McWilliam",1353,Il decamerone
9893331,62081012,Sara Shepard,2011,Twisted
25010281,316225886,Michael Connelly,2015,The Crossing
13530981,771064861,Alice Munro,2012,Dear Life
1767779,899197698,Eileen Christelow,1989,Five Little Monkeys Jumping on the Bed (The Five Little Monkeys)
40223,1405034149,Jacqueline Carey,2003,Kushiel's Avatar
5787,142437883,"Jorge Luis Borges, Andrew Hurley",1947,El Aleph
2054,394757688,Raymond Chandler,1953,The Long Goodbye
2050,394758277,Raymond Chandler,1940,"Farewell, My Lovely"
24779,805080503,Lloyd Alexander,1966,The Castle of Llyr
6289938,451228669,Rachel Caine,2009,Fade Out
508903,425195201,Lilian Jackson Braun,1966,The Cat Who Could Read Backwards
12959086,1423163001,"Rick Riordan, Haley Riordan",2012,The Demigod Diaries
20170296,385346999,"Neil Patrick Harris, David Javerbaum, Antony Hare",2014,Neil Patrick Harris: Choose Your Own Autobiography
128756,671011375,Kathy Reichs,1999,Death du Jour
313631,842345523,Josh McDowell,1977,More Than a Carpenter
1137215,765318415,Cherie Priest,2009,Boneshaker 
165395,553146963,Rita Mae Brown,1973,Rubyfruit Jungle
12588363,375990674,Lauren Kate,2012,Fallen in Love
18225810,545540607,Raina Telgemeier,2014,Sisters
536982,1597372552,D.J. MacHale,2003,The Never War
15566,1857238273,Terry Brooks,1992,The Elf Queen of Shannara 
201342,441006108,Brian Jacques,1990,Mattimeo
845977,60927488,Marianne Williamson,1992,"A Return to Love: Reflections on the Principles of ""A Course in Miracles"""
5509321,446539759,David Baldacci,2009,First Family
257845,1585673692,Charles Portis,1968,True Grit
653396,449902927,Susan  Jeffers,1987,Feel The Fear And Do It Anyway: How to Turn Your Fear and Indecision into Confidence and Action
13538552,125000621X,Matthew Dicks,2012,Memoirs of an Imaginary Friend
4835,670886580,"Salman Rushdie, Paul Birkbeck",1990,Haroun and the Sea of Stories
16058610,1476707723,Susan Crandall,2013,
13450339,1442436646,Kresley Cole,2012,Poison Princess
83143,7118899,Paullina Simons,2003,"Tatiana and Alexander (The Bronze Horseman, #2)"
17910124,765336405,Brian Staveley,2014,The Emperor's Blades
18723,743243315,Monica Ali,2003,Brick Lane
18079804,670016780,Sally Green,2014,Half Bad
53639,571203132,"Nikos Kazantzakis, Νίκος Καζαντζάκης",1946,Βίος και πολιτεία του Αλέξη Ζορμπά
598117,64400204,"William H. Armstrong, James Barkley",1969,Sounder
11337189,145162445X,"Lawrence M. Krauss, Richard Dawkins",2012,A Universe from Nothing: Why There Is Something Rather Than Nothing
1970449,61351423,"Slash, Anthony Bozza",2007,Slash
6582637,425233367,Nalini Singh,2010,
8475505,399256938,Rachel Hawkins,2014,Rebel Belle
32254,345476999,Tess Gerritsen,2006,The Mephisto Club
73297,842342710,Francine Rivers,1995,The Scarlet Thread 
24814,836221362,Bill Watterson,1996,It's a Magical World: A Calvin and Hobbes Collection
12413836,1595828117,"Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Gurihiru",2012,
10033,415278481,"Jean-Paul Sartre, Hazel E. Barnes, Mary Warnock, Richard Eyre",1943,L'être et le néant
1128437,8370540376,Andrzej Sapkowski,1993,Miecz przeznaczenia
27333,618249060,"Rachel Carson, Linda Lear, Edward O. Wilson",1962,Silent Spring
13452375,1596064854,Brandon Sanderson,2012,Legion
23215469,62372106,Holly Madison,2015,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny
10343389,1846057647,James Patterson,2011,Kill Alex Cross
18505784,62244752,Nadia Hashimi,2014,The Pearl that Broke Its Shell
7826116,1416971750,"Scott Westerfeld, Keith Thompson",2010,Behemoth
72536,767915828,Martha Stout,2005,The Sociopath Next Door
79422,1401210104,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2006,"Y: The Last Man, Vol. 8: Kimono Dragons"
3157876,810979772,Jeff Kinney,2007,
643301,593054601,Dan Brown,2003,
261331,7208006,Jennifer Donnelly,2002,The Tea Rose
8680418,345524594,Ben Aaronovitch,2011,Moon Over Soho
17456328,1402284314,Charles Belfoure,2013,The Paris Architect
12954620,1595145842,"Morgan Rhodes, Michelle Rowen",2012,Falling Kingdoms
244383,1401904599,"Esther Hicks, Jerry Hicks, Wayne W. Dyer",2004,Ask and It Is Given: Learning to Manifest Your Desires
7005479,61988243,"Isabel Allende, Margaret Sayers Peden",2009,La isla bajo el mar
99329,140436227,"Henry Fielding, Thomas Keymer, Alice Wakely",1749,"The History of Tom Jones, a Foundling"
80176,192839772,Sherwood Anderson,1919,"Winesburg, Ohio: A Group of Tales of Ohio Small-Town Life"
22717015,1502541858,Jamie McGuire,2015,Beautiful Redemption
89656,312939019,Sue Grafton,1986,C is for Corpse
156533,1401204872,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2004,Y: The Last Man Vol. 5: Ring of Truth
15096,60958022,Joanne Harris,2001,Five Quarters of the Orange
63032,843396867X,Roberto Bolaño,2004,2666
2748,60987049,Douglas Coupland,1995,Microserfs
15799936,1449410243,"Matthew Inman, The Oatmeal",2012,How to Tell If Your Cat Is Plotting to Kill You
93947,446580341,David Baldacci,2007,Simple Genius
14965,316014281,Anita Shreve,2004,Light on Snow
8960,316905747,Darren Shan,2001,"Vampire Mountain (Cirque du Freak, #4) "
14185,1407247425,Philip K. Dick,1965,The Three Stigmata of Palmer Eldritch
23128304,385354304,"Haruki Murakami, Ted Goossen",2005,ふしぎな図書館  Fushigi na toshokan
9598,385334176,Kurt Vonnegut Jr.,1982,Deadeye Dick
8579016,1439181780,Rhonda Byrne,2009,"The Power (The Secret, #2)"
181886,451460286,"Diana L. Paxson, Marion Zimmer Bradley",2004,Ancestors of Avalon 
398323,1555974708,"Per Petterson, Anne Born",2003,Ut og stjæle hester
51078,1563891425,"Doug Moench, Chuck Dixon, Jim Aparo, Norm Breyfogle, Graham Nolan, Jim Balent",1993,"Batman: Knightfall, Part One: Broken Bat"
25451555,1632154382,"Brian K. Vaughan, Fiona Staples",2015,"Saga, Volume Five"
206196,1416543686,Brad Thor,2002,The Lions of Lucerne
102733,453007449,"Stephen King, Willem Dafoe",1989,Four Past Midnight
207569,440779030,Elizabeth George Speare,1983,The Sign of the Beaver
46227,60822554,"John Fante, Charles Bukowski",1939,Ask the dust 
470495,679774025,Rick Bragg,1997,All Over But the Shoutin'
32433,425147517,"Leigh Nichols, Dean Koontz",1979,The Key to Midnight
13554713,067002497X,"Philip Pullman, Jacob Grimm, Wilhelm Grimm",2012,Grimm Tales for Young and Old
43886,765351544,Terry Goodkind,1998,"Debt of Bones (The Sword of Truth, #0.5)"
26114,571166938,Milan Kundera,1967,Žert
377425,1591141273,Stephen Coonts,1986,Flight of the Intruder
11313,689840330,Susan Cooper,1977,Silver on the Tree
225774,1405209496,Enid Bagnold,1935,National Velvet
211099,812932293,Richard Branson,2011,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way"
1591,872206033,"Aristophanes, Sarah Ruden",-411,Λυσιστράτη
5983057,1847442404,Elizabeth Kostova,2010,The Swan Thieves
12444166,385344406,Karen Marie Moning,2012,Iced
9165406,547152604,Gary D. Schmidt,2011,Okay for Now
85957,842329277,"Tim LaHaye, Jerry B. Jenkins",1990,"Assassins : Assignment: Jerusalem, Target: Antichrist"
13521459,316214442,Joe Abercrombie,2012,Red Country
85443,553271369,Pat Conroy,1980,The Lords of Discipline
13202092,547569653,"Scott Jurek, Steve Friedman",2012,Eat And Run
7093222,385341970,Karin Slaughter,2010,Broken
18656006,316099759,Elin Hilderbrand,2014,The Matchmaker
50930,842332286,"Tim LaHaye, Jerry B. Jenkins",2000,The Mark: The Beast Rules the World
2113410,61240273,Marisa de los Santos,2008,Belong to Me
49006,60525851,Erin Hunter,2005,
57727,99366711,James Ellroy,1990,L.A. Confidential
16045144,1250031125,Louise Penny,2012,The Beautiful Mystery
616678,345367693,David Eddings,1989,The Diamond Throne
133765,1593074492,"Joss Whedon, Brett Matthews, Will Conrad",2006,"Those Left Behind (Serenity, #1)"
63461,075283455X,Larry McMurtry,1975,Terms of Endearment
84142,074990741X,Sherrilyn Kenyon,2004,Kiss of the Night
474634,552772275,Madeleine Wickham,1999,The Wedding Girl
281512,849905702,Max Lucado,2000,
8069535,1408810441,Carrie Jones,2010,Entice
3764,142002070,Ian Fleming,1957,"From Russia, with Love"
24731,014023828X,T.C. Boyle,1995,The Tortilla Curtain
6368611,61659258,Melissa Marr,2011,Darkest Mercy
27209486,159463467X,Emma Straub,2016,Modern Lovers
34534,006001234X,Terry Pratchett,2001,The Amazing Maurice and His Educated Rodents 
771332,195067142,"Eugene B. Sledge, Paul Fussell",1981,With The Old Breed: At Peleliu And Okinawa
42369,152052607,"Eleanor Estes, Louis Slobodkin",1944,The Hundred Dresses
13481275,125001980X,Sarah Addison Allen,2014,Lost Lake
15705011,525952993,Tracy Chevalier,2013,The Last Runaway
345299,553813145,Steven Erikson,2004,Midnight Tides
17332969,316234478,Kass Morgan,2013,The 100
9666812,312656270,Alexandra Adornetto,2011,Hades
156530,1401202012,"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Paul Chadwick",2004,Y: The Last Man Vol. 3: One Small Step
867248,689831870,"Karma Wilson, Jane Chapman",2002,Bear Snores On
30253864,425285170,Lauren Graham,2016,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between"
317282,374349460,Gabrielle Zevin,2007,Memoirs of a Teenage Amnesiac
7983,142501522,"Brian Jacques, Gary Chalk",1992,Salamandastron
43805,963192566,Anne Rice,1996,Servant of the Bones
283494,689868200,Holly Black,2007,Ironside: A Modern Faery's Tale
4932435,670072818,Melina Marchetta,2008,Finnikin of the Rock
32650,037575718X,"Thomas Hardy, Alexander Theroux",1878,The Return of the Native
11660590,62094734,"Michael Crichton, Richard   Preston",2011,Micro
10037,679725164,"Jean-Paul Sartre, Stuart Gilbert, Lionel Abel",1947,No Exit and Three Other Plays
46656,1857237366,Greg Bear,1998,"Foundation and Chaos (Second Foundation Trilogy, #2)"
3832,743219570,P.D. James,1962,Cover Her Face
8581936,61985864,Kiersten White,2011,Supernaturally
92855,1857236556,Terry Brooks,1996,First King of Shannara
7945049,312377045,Louise Penny,2010,Bury Your Dead
84785,316018953,Michael Connelly,2007,The Overlook
90192,393924769,"Nathaniel Hawthorne, Robert S. Levine",1851,The House of the Seven Gables
295086,60525630,Erin Hunter,2005,Rising storm
31845516,1250128544,Glennon Doyle Melton,2016,Love Warrior
6449551,312377037,Louise Penny,2009,The Brutal Telling
11337912,1451656505,Richard Paul Evans,2011,The Prisoner of Cell 25
318742,014018998X,"W.E.B. Du Bois, Donald B. Gibson, Monica W. Elbert",1903,The Souls of Black Folk
45220,451160312,"Hannah  Green, Joanne Greenberg",1964,I Never Promised You a Rose Garden
8069828,1423144333,Cinda Williams Chima,2012,The Crimson Crown
6080822,316043893,Elin Hilderbrand,2009,The Castaways
275,375700528,"Marguerite Duras, Barbara Bray, Maxine Hong Kingston",1984,L'Amant
13350,375836586,Christopher Paolini,2005,"Eragon & Eldest (Inheritance, #1-2)"
16033909,425267083,Maya Banks,2013,Burn
3690,142437301,"Graham Greene, John Updike",1940,The Power and the Glory
24790,849759388X,Isabel Allende,1994,Paula
20575411,374187614,Marilynne Robinson,2014,Lila
34988,1857230752,Terry Brooks,1990,
28940,312150601,Kate Atkinson,1995,Behind the Scenes at the Museum
26192646,1101875941,Stephanie Danler,2016,Sweetbitter
110384,380820846,Julia Quinn,2002,"Romancing Mister Bridgerton (Bridgertons, #4)"
89755,152057803,"Edward Bloor, Danny De Vito",1997,Tangerine
33547,727860992,Richard Matheson,1971,Hell House
3648,030726419X,Claire Messud,2006,The Emperor's Children
23281906,399170863,Nora Roberts,2014,The Liar
32530,553578685,Lisa Gardner,2001,The Third Victim
29154543,316225940,Michael Connelly,2016,The Wrong Side of Goodbye
8045080,230706150,David Baldacci,2010,Hell's Corner 
114206,515136530,Nora Roberts,2003,"Key of Valor (Key Trilogy, #3)"
781182,60536357,"Bryan Burrough, John Helyar",1990,Barbarians at the Gate: The Fall of RJR Nabisco
20706284,316246654,Ann Leckie,2014,Ancillary Sword
17689,082221900X,"David Fishelson, Aaron Leichter, Max Brod, Franz Kafka",2003,Franz Kafka's The Castle
9591398,312649614,"Catherynne M. Valente, Ana Juan",2011,The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making
14781501,316224138,"James Patterson, Marshall Karp",2012,NYPD Red
30068,446576980,"Douglas Preston, Lincoln Child",2006,The Book of the Dead
14897790,3847905171,Timur Vermes,2012,Er ist wieder da
12617758,307956350,Chris Pavone,2012,The Expats
128752,074345300X,Kathy Reichs,2003,Bare Bones
16131025,316099783,Elin Hilderbrand,2013,Beautiful Day
85958,842329293,"Tim LaHaye, Jerry B. Jenkins",2000,The Indwelling: The Beast Takes Possession
206682,385518331,Jeff Lindsay,2006,Dexter in the Dark
16634,312278497,"Hermann Hesse, Richard Winston, Clara Winston, Theodore Ziolkowski",1943,Das Glasperlenspiel
13366259,316219363,Kevin Powers,2012,The Yellow Birds
