goodreads_book_id,isbn,authors,original_publication_year,original_title,image_url,small_image_url
29981,553214322,H.G. Wells,1896,The Island of Dr. Moreau,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
13362536,1620610094,Jennifer L. Armentrout,2012,Opal,https://images.gr-assets.com/books/1348200300m/13362536.jpg,https://images.gr-assets.com/books/1348200300s/13362536.jpg
6512154,1934781630,Dave Eggers,2008,Zeitoun,https://images.gr-assets.com/books/1296580156m/6512154.jpg,https://images.gr-assets.com/books/1296580156s/6512154.jpg
6609765,141697170X,Sharon M. Draper,2010,Out of My Mind,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8564935,1453688935,Amanda Hocking,2010,Switched,https://images.gr-assets.com/books/1288828865m/8564935.jpg,https://images.gr-assets.com/books/1288828865s/8564935.jpg
130440,679774386,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",1957,Доктор Живаго,https://images.gr-assets.com/books/1385508725m/130440.jpg,https://images.gr-assets.com/books/1385508725s/130440.jpg
22609310,1476791457,Colleen Hoover,2015,,https://images.gr-assets.com/books/1412280173m/22609310.jpg,https://images.gr-assets.com/books/1412280173s/22609310.jpg
15034320,1469216000,Blake Crouch,2012,Pines,https://images.gr-assets.com/books/1350740525m/15034320.jpg,https://images.gr-assets.com/books/1350740525s/15034320.jpg
7675,99303744,Michael Crichton,1994,Disclosure,https://images.gr-assets.com/books/1398678136m/7675.jpg,https://images.gr-assets.com/books/1398678136s/7675.jpg
12875355,307959856,P.D. James,2012,Death Comes to Pemberley,https://images.gr-assets.com/books/1318936579m/12875355.jpg,https://images.gr-assets.com/books/1318936579s/12875355.jpg
5246,142437808,Edith Wharton,1911,Ethan Frome,https://images.gr-assets.com/books/1389822254m/5246.jpg,https://images.gr-assets.com/books/1389822254s/5246.jpg
5205,385720106,"Jane Hamilton, Frank  Muller, C.J. Critt",1992,A Map of the World,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
143534,141693586X,"O. Henry, Lisbeth Zwerger",1905,The Gift of the Magi,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7442,553380648,Tom Wolfe,1968,The Electric Kool-Aid Acid Test,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7437,802140181,"William S. Burroughs, James Grauerholz, Barry  Miles",1959,The Naked Lunch,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
25100,156389226X,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",1991,The Sandman: Dream Country,https://images.gr-assets.com/books/1402485052m/25100.jpg,https://images.gr-assets.com/books/1402485052s/25100.jpg
5360,385337930,John Grisham,2001,A Painted House,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
18423,441007317,"Ursula K. Le Guin, Lech Jęczmyk",1969,The Left Hand of Darkness,https://images.gr-assets.com/books/1488213612m/18423.jpg,https://images.gr-assets.com/books/1488213612s/18423.jpg
3213286,142412147,"John Green, Maureen Johnson, Lauren Myracle",2008,Let It Snow: Three Holiday Romances,https://images.gr-assets.com/books/1489409554m/3213286.jpg,https://images.gr-assets.com/books/1489409554s/3213286.jpg
7912007,1439192561,Stephen King,2010,"Full Dark, No Stars",https://images.gr-assets.com/books/1327892855m/7912007.jpg,https://images.gr-assets.com/books/1327892855s/7912007.jpg
20696006,805095152,Atul Gawande,2014,Being Mortal: Medicine and What Matters in the End,https://images.gr-assets.com/books/1408324949m/20696006.jpg,https://images.gr-assets.com/books/1408324949s/20696006.jpg
32439,553582917,Dean Koontz,1987,Intensity,https://images.gr-assets.com/books/1308458213m/32439.jpg,https://images.gr-assets.com/books/1308458213s/32439.jpg
6472246,446552445,Chelsea Handler,2010,Chelsea Chelsea Bang Bang,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
37793,1406914835,"Henrik Ibsen, Michael   Meyer",1879,Et dukkehjem,https://images.gr-assets.com/books/1427119396m/37793.jpg,https://images.gr-assets.com/books/1427119396s/37793.jpg
12658,375760377,James A. Michener,1959,Hawaii,https://images.gr-assets.com/books/1415585664m/12658.jpg,https://images.gr-assets.com/books/1415585664s/12658.jpg
48328,413757102,Richard Yates,1961,Revolutionary Road,https://images.gr-assets.com/books/1353721885m/48328.jpg,https://images.gr-assets.com/books/1353721885s/48328.jpg
25373,375835318,"Rachel Cohn, David Levithan",2006,Nick & Norah's Infinite Playlist,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
18545,802132758,"Tom Stoppard, Henry Popkin",1966,Rosencrantz and Guildenstern are Dead,https://images.gr-assets.com/books/1338735611m/18545.jpg,https://images.gr-assets.com/books/1338735611s/18545.jpg
9409458,545259088,Maggie Stiefvater,2011,Forever,https://images.gr-assets.com/books/1285771367m/9409458.jpg,https://images.gr-assets.com/books/1285771367s/9409458.jpg
607639,1573226521,Alex Garland,1996,The Beach,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6617928,143145541,"Beth Hoffman, Jenna Lamia",2010,Saving CeeCee Honeycutt,https://images.gr-assets.com/books/1348364490m/6617928.jpg,https://images.gr-assets.com/books/1348364490s/6617928.jpg
10407279,575096578,Charlaine Harris,2012,Deadlocked,https://images.gr-assets.com/books/1357995380m/10407279.jpg,https://images.gr-assets.com/books/1357995380s/10407279.jpg
10579,1416524355,Stephen King,2002,Everything's Eventual: 14 Dark Tales,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
91244,192750968,Beverly Cleary,1955,Beezus and Ramona,https://images.gr-assets.com/books/1408924681m/91244.jpg,https://images.gr-assets.com/books/1408924681s/91244.jpg
13667,141650964X,Ursula K. Le Guin,1972,The Farthest Shore,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7667,99556316,Michael Crichton,1996,Airframe,https://images.gr-assets.com/books/1405420599m/7667.jpg,https://images.gr-assets.com/books/1405420599s/7667.jpg
13812,553564943,Raymond E. Feist,1982,Magician,https://images.gr-assets.com/books/1408317983m/13812.jpg,https://images.gr-assets.com/books/1408317983s/13812.jpg
854757,312987854,Jennifer Crusie,2004,Bet Me,https://images.gr-assets.com/books/1316129534m/854757.jpg,https://images.gr-assets.com/books/1316129534s/854757.jpg
318431,316548189,Nelson Mandela,1994,Long Walk to Freedom: The Autobiography of Nelson Mandela,https://images.gr-assets.com/books/1327997342m/318431.jpg,https://images.gr-assets.com/books/1327997342s/318431.jpg
20707959,038553714X,John Grisham,2014,Gray Mountain,https://images.gr-assets.com/books/1403704671m/20707959.jpg,https://images.gr-assets.com/books/1403704671s/20707959.jpg
122,034541005X,Bryce Courtenay,1989,The Power of One,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
29999,752865331,Dashiell Hammett,1930,The Maltese Falcon,https://images.gr-assets.com/books/1306421260m/29999.jpg,https://images.gr-assets.com/books/1306421260s/29999.jpg
8949352,312364423,Kristin Hannah,2011,Night Road,https://images.gr-assets.com/books/1282369257m/8949352.jpg,https://images.gr-assets.com/books/1282369257s/8949352.jpg
220970,515128635,Lee Child,1999,Tripwire,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
26329,055380491X,Daniel Goleman,1995,Emotional Intelligence,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6585201,045146317X,Jim Butcher,2010,Changes,https://images.gr-assets.com/books/1304027244m/6585201.jpg,https://images.gr-assets.com/books/1304027244s/6585201.jpg
773951,670674249,"Munro Leaf, Robert Lawson",1936,The Story of Ferdinand,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
270805,1416903569,Ellen Hopkins,2007,Impulse,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6440,140436588,Walter Scott,1819,Ivanhoe,https://images.gr-assets.com/books/1405336818m/6440.jpg,https://images.gr-assets.com/books/1405336818s/6440.jpg
86663,312936222,Janet Evanovich,2004,Ten Big Ones,https://images.gr-assets.com/books/1171076278m/86663.jpg,https://images.gr-assets.com/books/1171076278s/86663.jpg
32506,446690457,Michael Connelly,1996,The Poet,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7719245,61985848,Kiersten White,2010,Paranormalcy,https://images.gr-assets.com/books/1496938681m/7719245.jpg,https://images.gr-assets.com/books/1496938681s/7719245.jpg
7351574,316087378,Mark Cotta Vaz,2010,Eclipse: The Official Illustrated Movie Companion,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
13127599,61257095,Adriana Trigiani,2012,The Shoemaker's Wife,https://images.gr-assets.com/books/1329256279m/13127599.jpg,https://images.gr-assets.com/books/1329256279s/13127599.jpg
784911,1590387422,Brandon Mull,2006,Rise of the Evening Star,https://images.gr-assets.com/books/1386633982m/784911.jpg,https://images.gr-assets.com/books/1386633982s/784911.jpg
10305231,1455806854,"Nora Roberts, MacLeod Andrews",2011,The Next Always,https://images.gr-assets.com/books/1491591796m/10305231.jpg,https://images.gr-assets.com/books/1491591796s/10305231.jpg
2195464,307269191,"Haruki Murakami, Philip Gabriel",2007,走ることについて語るときに僕の語ること [Hashiru koto ni tsuite kataru toki ni boku no kataru koto],https://images.gr-assets.com/books/1473397159m/2195464.jpg,https://images.gr-assets.com/books/1473397159s/2195464.jpg
8680278,1416995587,Jenny Han,2011,We'll Always Have Summer,https://images.gr-assets.com/books/1327054226m/8680278.jpg,https://images.gr-assets.com/books/1327054226s/8680278.jpg
6480781,307268195,"Andre Agassi, J.R. Moehringer",2009,Open: An Autobiography,https://images.gr-assets.com/books/1320520930m/6480781.jpg,https://images.gr-assets.com/books/1320520930s/6480781.jpg
136782,014240165X,Anthony Horowitz,2000,Alex Rider: Stormbreaker,https://images.gr-assets.com/books/1288354739m/136782.jpg,https://images.gr-assets.com/books/1288354739s/136782.jpg
21745,1590860624,"Lee Child, Dick Hill",2002,Without Fail ,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
95617,842377506,"Francine Rivers, Richard Ferrone",1993,A Voice in the Wind,https://images.gr-assets.com/books/1459567327m/95617.jpg,https://images.gr-assets.com/books/1459567327s/95617.jpg
8726744,031613290X,Stephenie Meyer,2005,,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
14817,057507681X,Philip K. Dick,1977,A Scanner Darkly ,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6452796,1594488843,Daniel H. Pink,2008,Drive: The Surprising Truth About What Motivates Us,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
162898,1416534733,Mark Twain,1889,A Connecticut Yankee in King Arthur's Court,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
106069,1563894696,"Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings",1997,Batman: The Long Halloween,https://images.gr-assets.com/books/1350137101m/106069.jpg,https://images.gr-assets.com/books/1350137101s/106069.jpg
298275,811201880,"Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth",1938,La Nausée,https://images.gr-assets.com/books/1377674928m/298275.jpg,https://images.gr-assets.com/books/1377674928s/298275.jpg
1846,785268839,John Eldredge,2001,,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5217282,1606410423,Brandon Mull,2009,"Fablehaven: Secrets of the Dragon Sanctuary (Fablehaven, #4)",https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3507,312349486,Janet Evanovich,2006,Twelve Sharp,https://images.gr-assets.com/books/1316727699m/3507.jpg,https://images.gr-assets.com/books/1316727699s/3507.jpg
13662,689845367,Ursula K. Le Guin,1970,The Tombs of Atuan,https://images.gr-assets.com/books/1417900879m/13662.jpg,https://images.gr-assets.com/books/1417900879s/13662.jpg
3475161,451462564,Jim Butcher,2009,Turn Coat,https://images.gr-assets.com/books/1304027128m/3475161.jpg,https://images.gr-assets.com/books/1304027128s/3475161.jpg
608474,140439072,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert",1890,The Sign of Four,https://images.gr-assets.com/books/1299346921m/608474.jpg,https://images.gr-assets.com/books/1299346921s/608474.jpg
